Strains	Ensifer_adhaerens_AG1206	Ensifer_adhaerens_Casida_A	Ensifer_adhaerens_L18	Ensifer_adhaerens_M78	Ensifer_adhaerens_OV14	Ensifer_adhaerens_SD006	Ensifer_adhaerens_ST2	Ensifer_adhaerens_WJB133_25_10	Ensifer_alkalisoli_YIC4027	Ensifer_aridi_JNVU_TP6	Ensifer_aridi_LEM451	Ensifer_aridi_LEM457	Ensifer_aridi_LMR001	Ensifer_aridi_LMR013	Ensifer_aridi_TW10	Ensifer_glycinis_CCBAU_23380	Ensifer_morelense_Lc04	Ensifer_psoraleae_CCBAU_65732	Ensifer_sesbaniae_CCBAU_65729	Ensifer_shofinae_CCBAU_251167	Ensifer_sojae_CCBAU_05684	Ensifer_sp_1H6	Ensifer_sp_AP48	Ensifer_sp_BR816	Ensifer_sp_LC11	Ensifer_sp_LC13	Ensifer_sp_LC14	Ensifer_sp_LC163	Ensifer_sp_LC384	Ensifer_sp_LC499	Ensifer_sp_LC54	Ensifer_sp_LCM_4579	Ensifer_sp_M14	Ensifer_sp_MMN_5	Ensifer_sp_NM_2	Ensifer_sp_OV372	Ensifer_sp_Root1252	Ensifer_sp_Root127	Ensifer_sp_Root1298	Ensifer_sp_Root1312	Ensifer_sp_Root142	Ensifer_sp_Root231	Ensifer_sp_Root258	Ensifer_sp_Root278	Ensifer_sp_Root31	Ensifer_sp_Root423	Ensifer_sp_Root558	Ensifer_sp_Root74	Ensifer_sp_Root954	Ensifer_sp_T2_8	Ensifer_sp_USDA_6670	Ensifer_sp_WSM1721	Ensifer_sp_YR511	Ensifer_sp_ZNC0028	Sinorhizobium_americanum_CCGM7	Sinorhizobium_americanum_CFNEI_156	Sinorhizobium_americanum_CFNEI_73	Sinorhizobium_americanum_FG01	Sinorhizobium_americanum_NG07B	Sinorhizobium_arboris_LMG_14919	Sinorhizobium_fredii_CCBAU_05557	Sinorhizobium_fredii_CCBAU_25509	Sinorhizobium_fredii_CCBAU_45436	Sinorhizobium_fredii_CCBAU_83622	Sinorhizobium_fredii_CCBAU_83643	Sinorhizobium_fredii_CCBAU_83666	Sinorhizobium_fredii_CCBAU_83753	Sinorhizobium_fredii_GR64	Sinorhizobium_fredii_HH103	Sinorhizobium_fredii_NGR234	Sinorhizobium_fredii_NXT3	Sinorhizobium_fredii_PCH1	Sinorhizobium_fredii_USDA_205	Sinorhizobium_fredii_USDA_257	Sinorhizobium_medicae_DI28	Sinorhizobium_medicae_Str1	Sinorhizobium_medicae_Str10	Sinorhizobium_medicae_Str11	Sinorhizobium_medicae_Str12	Sinorhizobium_medicae_Str13	Sinorhizobium_medicae_Str14	Sinorhizobium_medicae_Str15	Sinorhizobium_medicae_Str16	Sinorhizobium_medicae_Str17	Sinorhizobium_medicae_Str18	Sinorhizobium_medicae_Str3	Sinorhizobium_medicae_Str6	Sinorhizobium_medicae_Str7	Sinorhizobium_medicae_Str8	Sinorhizobium_medicae_Str9	Sinorhizobium_medicae_WSM1115	Sinorhizobium_medicae_WSM1369	Sinorhizobium_medicae_WSM244	Sinorhizobium_medicae_WSM419	Sinorhizobium_meliloti_1021	Sinorhizobium_meliloti_1A42	Sinorhizobium_meliloti_2011	Sinorhizobium_meliloti_4H41	Sinorhizobium_meliloti_5A14	Sinorhizobium_meliloti_A0641M	Sinorhizobium_meliloti_A0643DD	Sinorhizobium_meliloti_AC50a	Sinorhizobium_meliloti_AE608H	Sinorhizobium_meliloti_AK11	Sinorhizobium_meliloti_AK170	Sinorhizobium_meliloti_AK555	Sinorhizobium_meliloti_AK58	Sinorhizobium_meliloti_AK75	Sinorhizobium_meliloti_AK83	Sinorhizobium_meliloti_B399	Sinorhizobium_meliloti_B401	Sinorhizobium_meliloti_BL225C	Sinorhizobium_meliloti_BM806	Sinorhizobium_meliloti_BO21CC	Sinorhizobium_meliloti_C0431A	Sinorhizobium_meliloti_C0438LL	Sinorhizobium_meliloti_CCMM_B554_FSM_MA	Sinorhizobium_meliloti_CCNWSX0020	Sinorhizobium_meliloti_CIAM1775	Sinorhizobium_meliloti_CXM1_105	Sinorhizobium_meliloti_DSM_23914	Sinorhizobium_meliloti_GR4	Sinorhizobium_meliloti_GVPV12	Sinorhizobium_meliloti_H1	Sinorhizobium_meliloti_HM006	Sinorhizobium_meliloti_KH35c	Sinorhizobium_meliloti_KH46	Sinorhizobium_meliloti_L5_30	Sinorhizobium_meliloti_M162	Sinorhizobium_meliloti_M270	Sinorhizobium_meliloti_Mlalz_1	Sinorhizobium_meliloti_MVII_I	Sinorhizobium_meliloti_Rm41	Sinorhizobium_meliloti_RMO17	Sinorhizobium_meliloti_RRl128	Sinorhizobium_meliloti_RU11_011	Sinorhizobium_meliloti_SM11	Sinorhizobium_meliloti_T073	Sinorhizobium_meliloti_USDA1021	Sinorhizobium_meliloti_USDA1106	Sinorhizobium_meliloti_USDA1157	Sinorhizobium_meliloti_WSM1022	Sinorhizobium_meliloti_WSM4191	Sinorhizobium_saheli_LMG_7837	Sinorhizobium_sp_A49	Sinorhizobium_sp_BJ1	Sinorhizobium_sp_CCBAU_05631	Sinorhizobium_sp_FG01	Sinorhizobium_sp_GL2	Sinorhizobium_sp_GL28	Sinorhizobium_sp_GW3	Sinorhizobium_sp_LM21	Sinorhizobium_sp_M4_45	Sinorhizobium_sp_NFACC03	Sinorhizobium_sp_NG07B	Sinorhizobium_sp_PC2	Sinorhizobium_sp_Sb3
Ensifer_sp_Root31	84.03	84.18	84.28	84.91	98.62	93.10	83.91	84.08	79.35	80.44	80.50	80.61	80.51	80.43	80.56	80.72	92.07	81.12	84.39	79.71	79.93	98.84	84.64	80.28	85.05	85.05	85.05	93.39	93.14	85.05	93.16	79.58	92.49	79.95	98.95	84.10	99.19	99.14	83.87	83.87	99.25	99.18	99.19	84.82	100	84.14	84.13	83.88	83.86	80.10	79.96	80.62	83.63	84.40	79.95	80.18	80.11	80.67	80.61	79.88	80.36	80.28	80.35	80.32	80.41	80.04	80.20	80.30	80.14	80.34	80.42	80.30	80.37	80.31	79.40	79.08	79.13	79.39	79.07	79.09	79.42	79.35	79.11	79.11	79.41	79.43	79.36	79.42	79.29	78.93	79.39	79.42	79.29	79.27	80.20	79.76	80.19	80.00	79.74	79.83	79.88	79.96	80.08	79.99	80.32	80.11	80.10	79.97	80.10	80.75	80.41	80.10	80.22	80.03	80.00	80.02	80.17	79.98	80.24	80.25	80.17	80.01	79.92	80.03	80.06	80.06	80.04	80.19	80.33	79.49	80.12	79.96	80.05	80.09	80.02	79.97	79.98	79.81	80.01	80.18	80.00	80.09	79.19	80.55	92.47	80.21	80.59	80.67	83.94	84.73	83.92	83.90	79.98	84.82	80.61	80.20	84.50
Ensifer_sp_Root423	98.88	99.52	93.81	90.96	84.36	84.71	93.25	99.06	79.41	80.28	80.21	80.37	80.28	80.24	80.42	80.74	84.56	80.88	90.67	79.91	79.74	84.38	91.03	80.24	91.16	91.17	91.15	85.17	85.10	91.15	85.09	79.90	84.45	79.91	84.25	99.45	84.30	84.31	99.01	99.01	84.27	84.33	84.33	91.08	84.14	100	99.52	99.01	99.02	80.12	80.03	80.51	98.76	95.55	80.05	80.13	80.13	80.41	80.45	79.90	80.23	80.10	80.22	80.22	80.10	80.03	80.01	80.23	80.16	80.30	80.27	80.03	80.26	80.00	79.40	79.27	79.40	79.42	79.22	79.35	79.46	79.39	79.25	79.25	79.44	79.54	79.37	79.44	79.35	79.16	79.46	79.59	79.39	79.47	80.19	79.87	80.17	79.98	80.11	79.98	80.17	80.07	80.27	80.12	80.24	80.33	80.19	80.03	80.48	80.64	80.37	80.19	80.17	80.03	80.05	80.26	80.07	80.08	80.30	80.18	80.17	80.01	79.93	80.08	80.09	80.10	80.14	80.22	80.31	79.78	80.14	80.13	80.12	80.16	80.01	80.02	80.19	80.19	80.19	80.19	80.01	80.10	79.29	80.38	84.51	80.02	80.36	80.41	98.61	90.92	98.86	99.09	79.94	90.94	80.45	80.18	90.82
Ensifer_sp_Root558	98.90	99.58	93.83	91.00	84.32	84.77	93.33	98.96	79.42	80.32	80.34	80.38	80.35	80.37	80.40	80.70	84.59	80.95	90.64	79.73	79.76	84.31	91.12	80.18	91.29	91.31	91.29	85.32	85.27	91.30	85.27	79.92	84.68	79.88	84.26	99.53	84.28	84.30	98.95	98.95	84.22	84.30	84.28	91.12	84.13	99.52	100	98.96	98.96	79.89	80.02	80.50	98.65	95.68	80.24	80.23	80.30	80.47	80.48	79.87	80.27	80.06	80.24	80.29	80.11	80.09	80.10	80.27	80.19	80.32	80.29	80.08	80.32	80.01	79.28	79.21	79.23	79.25	79.13	79.18	79.36	79.26	79.17	79.10	79.31	79.37	79.23	79.30	79.19	78.94	79.33	79.46	79.18	79.33	80.02	79.77	79.95	79.91	80.06	79.76	79.98	80.10	80.12	79.92	80.10	80.11	80.05	79.84	80.19	80.46	80.23	80.04	80.01	79.87	79.89	80.01	79.98	80.03	80.10	79.99	80.06	79.84	79.79	80.07	80.00	79.97	79.99	80.08	80.16	79.61	79.94	79.98	79.90	79.96	79.86	80.00	80.04	79.99	79.97	79.95	79.77	79.94	79.24	80.51	84.60	80.04	80.47	80.47	98.61	91.07	98.88	98.95	79.79	91.00	80.48	80.07	90.92
Ensifer_sp_Root74	98.88	98.99	93.77	90.91	84.04	84.52	93.29	99.18	79.32	80.35	80.29	80.43	80.24	80.25	80.43	80.82	84.42	80.73	90.65	79.57	79.66	84.17	91.09	80.08	91.21	91.22	91.21	85.07	84.96	91.21	84.96	79.79	84.36	79.93	84.02	98.99	84.01	84.16	99.98	99.98	83.99	84.03	84.02	91.12	83.88	99.01	98.96	100	99.99	80.00	79.99	80.35	98.80	95.67	80.14	80.16	80.23	80.40	80.38	79.83	80.22	80.08	80.23	80.26	79.98	79.86	79.92	80.16	80.15	80.33	80.32	80.09	80.12	79.97	79.21	79.10	79.12	79.19	79.04	79.16	79.25	79.12	79.07	79.03	79.19	79.29	79.09	79.23	79.19	78.90	79.28	79.45	79.16	79.25	80.00	79.79	79.86	79.99	80.04	79.71	79.99	79.94	79.99	79.91	80.18	80.11	79.95	79.87	80.24	80.17	80.21	79.98	79.92	79.88	79.75	80.01	79.93	79.95	80.06	80.00	79.96	79.87	79.96	79.97	79.80	79.96	79.93	80.02	80.14	79.54	79.91	79.94	79.89	79.96	79.90	79.93	80.06	79.99	79.99	79.99	79.79	79.94	79.17	80.36	84.45	80.07	80.26	80.40	98.62	91.00	98.84	99.04	79.93	90.98	80.38	80.38	91.01
Ensifer_sp_Root954	98.89	99.00	93.76	90.89	84.00	84.49	93.26	99.18	79.27	80.33	80.25	80.39	80.21	80.22	80.40	80.80	84.40	80.69	90.62	79.57	79.66	84.15	91.06	80.06	91.17	91.17	91.17	85.05	84.94	91.18	84.94	79.73	84.33	79.91	84.00	99.00	84.01	84.17	99.98	99.99	83.97	84.02	84.01	91.10	83.86	99.02	98.96	99.99	100	79.98	79.98	80.32	98.81	95.64	80.13	80.16	80.21	80.36	80.36	79.84	80.22	80.06	80.21	80.26	79.95	79.87	79.93	80.15	80.13	80.31	80.27	80.08	80.13	79.95	79.20	79.08	79.10	79.17	79.01	79.13	79.24	79.11	79.05	79.01	79.17	79.29	79.05	79.19	79.18	78.90	79.25	79.45	79.14	79.23	79.93	79.81	79.85	79.98	80.02	79.69	79.94	79.94	80.06	79.87	80.16	80.09	79.93	79.72	80.23	80.42	80.14	79.91	79.92	79.88	79.75	80.03	79.91	79.93	80.04	79.98	79.95	79.85	79.96	79.97	79.78	79.94	79.88	80.00	80.11	79.53	79.89	79.93	79.87	79.91	79.89	79.92	79.93	79.96	79.97	79.86	79.76	79.94	79.15	80.36	84.43	80.06	80.25	80.36	98.62	90.98	98.85	99.05	79.91	90.95	80.38	80.28	90.99
Ensifer_sp_T2_8	79.95	79.96	80.27	80.40	80.13	80.38	80.13	80.13	83.32	86.52	86.47	86.49	86.51	86.62	86.55	84.82	80.39	84.67	80.79	84.28	83.62	80.22	80.54	84.74	80.73	80.74	80.74	81.12	81.06	80.72	81.08	83.31	80.17	95.70	80.02	80.04	80.16	80.07	80.01	80.01	80.04	80.16	80.14	80.62	80.10	80.12	79.89	80.00	79.98	100	95.75	86.80	79.80	80.16	84.52	84.69	84.72	84.63	84.62	92.84	84.75	84.54	84.68	84.62	84.56	84.57	84.66	84.59	84.71	84.32	84.43	84.46	84.78	84.93	91.08	90.78	90.79	90.73	90.86	90.76	90.61	90.72	90.91	90.61	90.86	90.91	90.80	90.79	91.01	90.73	90.87	90.99	91.05	90.90	98.92	98.75	98.92	95.57	98.57	98.35	98.31	95.54	98.54	98.48	98.85	98.62	98.58	98.33	98.67	98.91	98.91	98.93	98.92	99.08	98.56	98.42	99.14	98.15	98.73	98.76	98.94	98.97	98.55	98.90	99.04	99.59	98.83	98.76	98.66	98.33	98.71	98.68	98.70	98.83	98.91	98.63	98.61	98.78	98.68	98.92	98.69	99.57	91.04	85.99	80.33	84.85	84.89	84.64	79.95	80.42	79.89	79.94	95.64	80.38	84.62	86.43	80.28
Ensifer_sp_USDA_6670	79.88	80.09	80.28	80.36	80.17	80.54	80.20	80.11	83.01	86.36	86.26	86.30	86.33	86.39	86.39	84.51	80.46	84.49	80.66	84.36	83.47	80.23	80.37	84.38	80.90	80.90	80.89	80.97	80.94	80.89	80.99	83.06	80.18	94.99	80.03	80.16	80.20	80.21	79.98	79.99	80.17	80.23	80.20	80.40	79.96	80.03	80.02	79.99	79.98	95.75	100	86.85	79.79	80.26	84.54	84.67	84.63	84.27	84.34	92.55	84.62	84.60	84.58	84.58	84.32	84.39	84.56	84.39	84.35	84.26	84.02	84.27	84.64	84.86	90.62	90.26	90.33	90.36	90.29	90.26	90.19	90.32	90.39	90.08	90.56	90.53	90.44	90.43	90.60	90.27	90.57	90.65	90.64	90.53	95.81	95.20	95.78	94.87	95.70	95.64	95.42	95.19	95.82	95.53	95.86	95.87	95.80	95.17	95.87	96.19	96.07	95.81	95.87	95.70	95.44	95.70	95.86	95.64	95.85	95.83	95.86	95.62	95.35	95.46	95.76	95.83	95.74	95.87	95.88	95.30	95.65	95.73	95.62	95.94	95.64	95.65	95.83	95.76	95.80	95.80	95.76	95.82	90.48	85.69	80.44	84.52	84.76	84.27	79.93	80.35	79.92	80.00	94.94	80.44	84.33	86.23	80.07
Ensifer_sp_WSM1721	80.43	80.61	80.71	81.21	80.58	81.09	80.67	80.62	84.36	95.77	95.59	95.84	95.81	95.74	95.80	86.61	80.74	85.65	81.43	86.17	84.81	80.89	81.09	86.11	81.15	81.16	81.14	81.55	81.51	81.13	81.55	84.57	80.67	86.40	80.58	80.58	80.56	80.48	80.33	80.35	80.50	80.57	80.54	81.20	80.62	80.51	80.50	80.35	80.32	86.80	86.85	100	80.35	80.62	86.07	86.07	86.10	86.18	86.27	86.60	86.33	86.28	86.33	86.25	86.19	86.23	86.29	86.10	86.16	86.30	86.11	86.12	86.48	86.52	85.57	85.07	85.12	85.15	85.18	85.06	85.25	85.27	85.21	84.97	85.43	85.44	85.26	85.37	85.45	84.94	85.45	85.57	85.42	85.40	86.72	86.33	86.71	86.44	86.63	86.36	86.53	86.57	86.60	86.28	86.66	86.62	86.55	86.09	86.63	86.95	86.85	86.69	86.67	86.62	86.24	86.49	86.70	86.47	86.51	86.75	86.68	86.62	86.43	86.35	86.68	86.67	86.63	86.59	86.67	85.95	86.63	86.53	86.71	86.60	86.45	86.52	86.62	86.67	86.64	86.68	86.48	86.54	85.32	88.02	80.90	86.41	86.41	86.18	80.36	81.16	80.40	80.46	86.67	81.15	86.27	95.61	81.10
Ensifer_sp_YR511	98.79	98.80	93.77	90.80	84.03	84.51	93.04	99.28	79.33	80.16	80.16	80.18	80.07	80.15	80.21	80.55	84.29	80.53	90.44	79.27	79.52	84.14	90.91	79.93	91.22	91.24	91.23	85.05	84.95	91.23	84.94	79.61	84.14	79.72	83.91	98.64	84.06	83.98	98.79	98.80	84.02	84.07	84.07	90.97	83.63	98.76	98.65	98.80	98.81	79.80	79.79	80.35	100	95.47	79.90	79.98	80.05	80.22	80.26	79.58	80.08	80.09	80.18	80.00	79.84	79.83	79.87	80.06	80.06	80.16	80.02	79.90	80.03	79.94	79.16	78.92	78.98	79.12	78.87	78.96	79.21	79.09	78.91	78.86	79.25	79.24	79.08	79.14	79.10	78.84	79.26	79.37	79.16	79.19	79.93	79.54	79.87	79.76	79.92	79.64	79.81	79.74	79.90	79.83	80.10	79.99	79.95	79.55	80.16	80.41	80.10	79.86	79.84	79.72	79.74	79.89	79.90	79.85	79.96	79.91	79.90	79.76	79.58	79.76	79.75	79.80	79.76	79.93	79.99	79.43	79.87	79.79	79.74	79.78	79.70	79.79	79.98	79.87	79.88	79.88	79.85	79.82	78.99	80.20	84.36	79.78	80.14	80.22	98.33	90.86	98.64	98.83	79.78	90.60	80.25	79.95	90.47
Ensifer_sp_ZNC0028	95.58	95.75	93.56	90.93	84.43	84.95	93.11	95.70	79.67	80.56	80.52	80.61	80.67	80.65	80.64	81.03	84.94	81.08	90.75	79.68	79.99	84.58	91.02	80.23	91.10	91.12	91.12	85.36	85.27	91.12	85.27	80.06	84.68	80.22	84.49	95.69	84.43	84.49	95.66	95.65	84.55	84.45	84.41	91.10	84.40	95.55	95.68	95.67	95.64	80.16	80.26	80.62	95.47	100	80.40	80.56	80.64	80.73	80.70	80.12	80.51	80.46	80.57	80.33	80.44	80.33	80.41	80.54	80.49	80.60	80.58	80.34	80.49	80.25	79.53	79.32	79.41	79.43	79.28	79.31	79.48	79.35	79.33	79.27	79.49	79.56	79.40	79.49	79.50	79.07	79.58	79.74	79.45	79.49	80.25	79.99	80.23	80.47	80.29	80.06	80.27	80.16	80.31	80.15	80.29	80.41	80.29	80.09	80.42	80.39	80.42	80.12	80.15	80.07	79.87	80.32	80.15	80.24	80.25	80.25	80.10	80.21	80.04	80.10	80.13	80.28	80.20	80.29	80.21	79.77	80.25	80.11	80.18	80.15	80.08	80.11	80.33	80.18	80.26	80.25	80.11	80.14	79.44	80.51	84.78	80.21	80.62	80.73	95.52	91.01	95.65	95.68	80.27	91.06	80.70	80.40	90.73
Sinorhizobium_americanum_CCGM7	80.14	80.36	80.47	80.64	80.22	80.64	80.33	80.19	84.19	85.93	86.27	86.27	85.93	85.72	85.84	90.74	80.22	84.27	81.07	89.53	84.73	80.32	80.54	91.60	80.79	80.82	80.79	81.11	81.07	80.79	81.10	84.16	80.26	84.48	80.06	80.22	80.03	79.95	80.16	80.16	80.01	80.02	80.01	80.60	79.95	80.05	80.24	80.14	80.13	84.52	84.54	86.07	79.90	80.40	100	98.56	98.56	94.78	94.83	84.46	90.42	90.41	90.49	90.44	90.24	90.28	90.33	90.76	90.40	90.42	94.88	90.21	90.61	90.51	83.65	83.32	83.38	83.38	83.26	83.29	83.43	83.42	83.44	83.20	83.48	83.57	83.45	83.50	83.45	83.02	83.61	83.67	83.53	83.54	84.59	84.09	84.59	84.97	84.52	84.35	84.48	84.34	84.59	84.27	84.57	84.58	84.36	84.16	84.48	84.63	84.68	84.57	84.51	84.46	84.31	84.59	84.52	84.35	84.44	84.56	84.58	84.42	84.73	84.38	84.50	84.57	84.53	84.33	84.42	83.92	84.29	84.48	84.42	84.60	84.33	84.43	84.56	84.57	84.53	84.58	84.55	84.26	83.45	85.82	80.53	90.33	94.41	94.79	80.08	80.49	80.06	80.16	84.62	80.57	94.83	85.87	80.59
Sinorhizobium_americanum_CFNEI_156	80.10	80.36	80.53	80.72	80.33	80.78	80.57	80.32	84.19	85.99	86.25	86.20	86.05	85.81	85.88	90.85	80.43	84.20	81.06	89.69	84.47	80.45	80.64	91.52	81.04	81.03	81.04	81.19	81.16	81.01	81.18	84.09	80.36	84.46	80.16	80.23	80.22	80.15	80.17	80.18	80.20	80.23	80.21	80.71	80.18	80.13	80.23	80.16	80.16	84.69	84.67	86.07	79.98	80.56	98.56	100	99.99	94.76	94.76	84.40	90.71	90.52	90.83	90.76	90.33	90.53	90.59	91.03	90.66	90.63	94.72	90.26	90.83	90.60	83.73	83.40	83.40	83.46	83.43	83.39	83.47	83.49	83.51	83.28	83.56	83.61	83.55	83.55	83.63	83.11	83.59	83.74	83.66	83.67	84.73	84.25	84.69	85.06	84.57	84.34	84.46	84.45	84.56	84.42	84.69	84.59	84.54	84.27	84.54	84.83	84.91	84.73	84.66	84.62	84.47	84.59	84.77	84.59	84.58	84.69	84.72	84.61	84.95	84.60	84.77	84.66	84.61	84.49	84.55	83.96	84.39	84.53	84.58	84.72	84.50	84.51	84.61	84.73	84.57	84.72	84.63	84.49	83.56	85.81	80.62	90.46	94.44	94.76	80.10	80.59	80.17	80.18	84.64	80.70	94.76	85.89	80.54
Sinorhizobium_americanum_CFNEI_73	80.20	80.43	80.60	80.78	80.36	80.84	80.61	80.39	84.22	85.94	86.28	86.21	86.06	85.84	85.89	90.77	80.49	84.22	81.04	89.66	84.51	80.48	80.67	91.52	81.05	81.04	81.04	81.21	81.19	81.01	81.23	84.10	80.41	84.45	80.11	80.30	80.24	80.12	80.24	80.25	80.22	80.26	80.24	80.74	80.11	80.13	80.30	80.23	80.21	84.72	84.63	86.10	80.05	80.64	98.56	99.99	100	94.77	94.75	84.43	90.73	90.47	90.84	90.72	90.36	90.46	90.57	90.95	90.39	90.59	94.73	90.29	90.77	90.56	83.61	83.42	83.29	83.37	83.34	83.31	83.35	83.38	83.44	83.17	83.47	83.61	83.54	83.55	83.62	83.08	83.58	83.80	83.61	83.62	84.71	84.25	84.69	85.04	84.50	84.39	84.50	84.50	84.63	84.42	84.70	84.59	84.53	84.19	84.57	85.06	84.90	84.76	84.67	84.64	84.50	84.62	84.79	84.62	84.59	84.70	84.71	84.62	84.95	84.58	84.78	84.69	84.63	84.49	84.54	83.99	84.41	84.54	84.60	84.72	84.34	84.50	84.59	84.74	84.50	84.69	84.63	84.49	83.54	85.82	80.62	90.47	94.41	94.77	80.16	80.63	80.21	80.26	84.65	80.76	94.73	85.90	80.56
Sinorhizobium_americanum_FG01	80.37	80.58	80.75	80.88	80.79	81.13	80.71	80.50	84.52	86.24	86.65	86.56	86.14	86.12	86.25	91.03	80.50	84.64	81.34	89.58	84.96	80.82	80.88	91.50	81.19	81.20	81.20	81.49	81.36	81.17	81.39	84.39	80.77	84.52	80.64	80.36	80.62	80.45	80.40	80.40	80.62	80.64	80.60	80.77	80.67	80.41	80.47	80.40	80.36	84.63	84.27	86.18	80.22	80.73	94.78	94.76	94.77	100	99.13	84.37	90.83	90.72	90.89	90.81	90.57	90.70	90.70	91.45	90.78	90.70	98.86	90.35	91.06	90.79	83.69	83.37	83.33	83.44	83.36	83.31	83.43	83.47	83.41	83.19	83.40	83.59	83.50	83.59	83.46	83.03	83.62	83.73	83.54	83.50	84.49	84.13	84.48	85.45	84.57	84.18	84.46	84.65	84.56	84.28	84.72	84.48	84.48	84.21	84.52	84.57	84.61	84.48	84.44	84.55	84.24	84.49	84.56	84.48	84.52	84.50	84.48	84.54	85.49	84.41	84.47	84.53	84.41	84.42	84.52	83.96	84.39	84.52	84.50	84.52	84.35	84.52	84.57	84.45	84.49	84.47	84.44	84.52	83.40	86.00	80.87	90.69	98.56	100.00	80.45	80.84	80.43	80.41	84.59	80.85	99.13	86.25	80.81
Sinorhizobium_americanum_NG07B	80.52	80.64	80.71	80.84	80.72	81.14	80.65	80.53	84.58	86.17	86.64	86.54	86.20	86.15	86.14	91.14	80.51	84.63	81.53	89.74	84.97	80.85	80.86	91.49	81.25	81.24	81.25	81.56	81.45	81.22	81.48	84.46	80.68	84.48	80.57	80.42	80.61	80.50	80.38	80.40	80.56	80.62	80.59	80.80	80.61	80.45	80.48	80.38	80.36	84.62	84.34	86.27	80.26	80.70	94.83	94.76	94.75	99.13	100	84.37	90.85	90.65	90.83	90.73	90.57	90.54	90.61	91.45	90.68	90.76	98.46	90.39	90.96	90.78	83.74	83.44	83.40	83.44	83.39	83.44	83.41	83.48	83.51	83.28	83.52	83.60	83.50	83.55	83.59	83.09	83.69	83.76	83.66	83.57	84.60	84.10	84.57	85.39	84.64	84.14	84.50	84.50	84.65	84.34	84.70	84.65	84.45	84.17	84.60	84.91	84.76	84.54	84.53	84.52	84.31	84.48	84.59	84.43	84.56	84.61	84.58	84.58	85.46	84.36	84.40	84.54	84.47	84.49	84.49	83.95	84.33	84.61	84.59	84.55	84.30	84.59	84.61	84.42	84.60	84.56	84.34	84.45	83.53	85.95	80.82	90.67	98.29	99.13	80.43	80.80	80.46	80.43	84.56	80.87	100.00	86.17	80.92
Sinorhizobium_arboris_LMG_14919	79.83	79.99	80.21	80.31	80.05	80.38	80.13	79.88	83.18	86.46	86.10	86.24	87.34	87.31	86.47	84.82	80.33	84.60	80.82	84.32	83.56	80.06	80.44	84.43	80.59	80.62	80.61	80.66	80.63	80.59	80.65	84.16	80.13	92.16	79.93	80.00	79.95	79.89	79.83	79.84	79.92	79.98	79.96	80.38	79.88	79.90	79.87	79.83	79.84	92.84	92.55	86.60	79.58	80.12	84.46	84.40	84.43	84.37	84.37	100	84.40	84.48	84.46	84.51	84.36	84.46	84.37	84.23	84.29	84.40	84.12	84.34	84.55	84.72	89.89	89.54	89.58	89.68	89.57	89.50	89.51	89.66	89.71	89.36	89.74	89.85	89.67	89.73	89.82	89.60	89.82	89.96	89.87	89.81	92.65	92.11	92.55	91.98	92.70	92.32	92.29	92.12	92.63	92.12	92.84	92.56	92.63	91.82	92.72	92.90	92.72	92.64	92.64	92.54	92.28	92.56	92.52	92.65	92.61	92.53	92.73	92.36	92.40	92.23	92.49	92.52	92.59	92.60	92.49	92.18	92.64	92.59	92.56	92.53	92.50	92.57	92.61	92.56	92.66	92.52	92.52	92.63	89.72	85.93	80.33	84.70	84.68	84.37	79.85	80.31	79.69	79.91	92.28	80.32	84.37	86.35	80.23
Sinorhizobium_fredii_CCBAU_05557	80.13	80.35	80.66	80.89	80.47	80.76	80.31	80.39	84.39	86.41	86.15	86.24	86.37	86.35	86.41	92.30	80.56	84.47	81.20	91.55	86.08	80.56	80.99	90.47	81.17	81.18	81.16	81.23	81.27	81.16	81.32	84.42	80.48	84.41	80.35	80.34	80.27	80.26	80.22	80.23	80.40	80.27	80.26	80.82	80.36	80.23	80.27	80.22	80.22	84.75	84.62	86.33	80.08	80.51	90.42	90.71	90.73	90.83	90.85	84.40	100	98.07	99.82	98.28	97.64	97.79	98.19	96.62	98.55	94.02	90.53	97.41	98.18	92.58	83.79	83.30	83.36	83.58	83.35	83.20	83.48	83.56	83.42	83.20	83.66	83.73	83.61	83.67	83.57	83.05	83.73	83.88	83.71	83.58	84.57	84.15	84.54	84.52	84.15	83.98	84.40	84.55	84.38	84.14	84.54	84.47	84.46	83.95	84.67	84.89	84.75	84.47	84.61	84.50	84.09	84.30	84.51	84.56	84.53	84.53	84.68	84.38	84.47	84.36	84.52	84.66	84.49	84.53	84.63	83.95	84.64	84.46	84.44	84.45	84.57	84.19	84.42	84.40	84.45	84.54	84.39	84.62	83.44	86.03	80.62	91.52	91.11	90.83	80.08	80.81	80.08	80.34	84.68	80.85	90.84	86.35	80.68
